X	Y	V_x	V_y
-2.39709	-0.69248	20.17854	-17.92923
-2.39507	-0.69428	20.17867	-17.92919
-2.39305	-0.69607	20.17881	-17.92914
-2.39103	-0.69786	20.17894	-17.92910
-2.38902	-0.69965	20.17908	-17.92906
-2.38700	-0.70145	20.17921	-17.92902
-2.38498	-0.70324	20.17935	-17.92897
-2.38296	-0.70503	20.17948	-17.92893
-2.38095	-0.70683	20.17962	-17.92889
-2.37893	-0.70862	20.17976	-17.92884
-2.37691	-0.71041	20.17989	-17.92880
-2.37489	-0.71220	20.18003	-17.92876
-2.37287	-0.71400	20.18016	-17.92871
-2.37086	-0.71579	20.18030	-17.92867
-2.36884	-0.71758	20.18043	-17.92862
-2.36682	-0.71938	20.18057	-17.92858
-2.36480	-0.72117	20.18070	-17.92853
-2.36278	-0.72296	20.18084	-17.92849
-2.36076	-0.72475	20.18097	-17.92844
-2.35875	-0.72655	20.18111	-17.92840
-2.35673	-0.72834	20.18124	-17.92835
-2.35471	-0.73013	20.18138	-17.92831
-2.35269	-0.73193	20.18151	-17.92826
-2.35067	-0.73372	20.18165	-17.92822
-2.34866	-0.73551	20.18178	-17.92817
-2.34664	-0.73730	20.18192	-17.92812
-2.34462	-0.73910	20.18205	-17.92808
-2.34260	-0.74089	20.18219	-17.92803
-2.34058	-0.74268	20.18232	-17.92798
-2.33857	-0.74448	20.18246	-17.92794
-2.33655	-0.74627	20.18259	-17.92789
-2.33453	-0.74806	20.18273	-17.92784
-2.33251	-0.74985	20.18286	-17.92779
-2.33049	-0.75165	20.18300	-17.92775
-2.32847	-0.75344	20.18313	-17.92770
-2.32646	-0.75523	20.18326	-17.92765
-2.32444	-0.75702	20.18340	-17.92760
-2.32242	-0.75882	20.18353	-17.92755
-2.32040	-0.76061	20.18367	-17.92751
-2.31838	-0.76240	20.18380	-17.92746
-2.31636	-0.76420	20.18394	-17.92741
-2.31435	-0.76599	20.18407	-17.92736
-2.31233	-0.76778	20.18421	-17.92731
-2.31031	-0.76957	20.18434	-17.92726
-2.30829	-0.77137	20.18448	-17.92721
-2.30627	-0.77316	20.18461	-17.92716
-2.30425	-0.77495	20.18474	-17.92711
-2.30223	-0.77674	20.18488	-17.92706
-2.30022	-0.77854	20.18501	-17.92701
-2.29820	-0.78033	20.18515	-17.92696
-2.29618	-0.78212	20.18528	-17.92691
-2.29416	-0.78392	20.18541	-17.92686
-2.29214	-0.78571	20.18555	-17.92681
-2.29012	-0.78750	20.18568	-17.92676
-2.28810	-0.78929	20.18582	-17.92670
-2.28609	-0.79109	20.18595	-17.92665
-2.28407	-0.79288	20.18608	-17.92660
-2.28205	-0.79467	20.18622	-17.92655
-2.28003	-0.79646	20.18635	-17.92650
-2.27801	-0.79826	20.18649	-17.92644
-2.27599	-0.80005	20.18662	-17.92639
-2.27397	-0.80184	20.18675	-17.92634
-2.27196	-0.80363	20.18689	-17.92629
-2.26994	-0.80543	20.18702	-17.92623
-2.26792	-0.80722	20.18715	-17.92618
-2.26590	-0.80901	20.18729	-17.92613
-2.26388	-0.81081	20.18742	-17.92607
-2.26186	-0.81260	20.18755	-17.92602
-2.25984	-0.81439	20.18769	-17.92596
-2.25782	-0.81618	20.18782	-17.92591
-2.25581	-0.81798	20.18795	-17.92586
-2.25379	-0.81977	20.18809	-17.92580
-2.25177	-0.82156	20.18822	-17.92575
-2.24975	-0.82335	20.18835	-17.92569
-2.24773	-0.82515	20.18849	-17.92564
-2.24571	-0.82694	20.18862	-17.92558
-2.24369	-0.82873	20.18875	-17.92552
-2.24167	-0.83052	20.18889	-17.92547
-2.23966	-0.83232	20.18902	-17.92541
-2.23764	-0.83411	20.18915	-17.92536
-2.23562	-0.83590	20.18928	-17.92530
-2.23360	-0.83769	20.18942	-17.92524
-2.23158	-0.83949	20.18955	-17.92519
-2.22956	-0.84128	20.18968	-17.92513
-2.22754	-0.84307	20.18981	-17.92507
-2.22552	-0.84486	20.18995	-17.92502
-2.22350	-0.84666	20.19008	-17.92496
-2.22148	-0.84845	20.19021	-17.92490
-2.21947	-0.85024	20.19034	-17.92484
-2.21745	-0.85203	20.19048	-17.92479
-2.21543	-0.85383	20.19061	-17.92473
-2.21341	-0.85562	20.19074	-17.92467
-2.21139	-0.85741	20.19087	-17.92461
-2.20937	-0.85920	20.19100	-17.92455
-2.20735	-0.86100	20.19114	-17.92449
-2.20533	-0.86279	20.19127	-17.92443
-2.20331	-0.86458	20.19140	-17.92437
-2.20129	-0.86637	20.19153	-17.92431
-2.19927	-0.86817	20.19166	-17.92425
-2.19726	-0.86996	20.19179	-17.92419
-2.19524	-0.87175	20.19193	-17.92413
-2.19322	-0.87354	20.19206	-17.92407
-2.19120	-0.87534	20.19219	-17.92401
-2.18918	-0.87713	20.19232	-17.92395
-2.18716	-0.87892	20.19245	-17.92389
-2.18514	-0.88071	20.19258	-17.92383
-2.18312	-0.88251	20.19271	-17.92377
-2.18110	-0.88430	20.19284	-17.92371
-2.17908	-0.88609	20.19297	-17.92365
-2.17706	-0.88788	20.19311	-17.92359
-2.17504	-0.88967	20.19324	-17.92352
-2.17302	-0.89147	20.19337	-17.92346
-2.17101	-0.89326	20.19350	-17.92340
-2.16899	-0.89505	20.19363	-17.92334
-2.16697	-0.89684	20.19376	-17.92327
-2.16495	-0.89864	20.19389	-17.92321
-2.16293	-0.90043	20.19402	-17.92315
-2.16091	-0.90222	20.19415	-17.92308
-2.15889	-0.90401	20.19428	-17.92302
-2.15687	-0.90581	20.19441	-17.92296
-2.15485	-0.90760	20.19454	-17.92289
-2.15283	-0.90939	20.19467	-17.92283
-2.15081	-0.91118	20.19480	-17.92277
-2.14879	-0.91297	20.19493	-17.92270
-2.14677	-0.91477	20.19506	-17.92264
-2.14475	-0.91656	20.19519	-17.92257
-2.14273	-0.91835	20.19532	-17.92251
-2.14071	-0.92014	20.19544	-17.92244
-2.13869	-0.92194	20.19557	-17.92238
-2.13667	-0.92373	20.19570	-17.92231
-2.13465	-0.92552	20.19583	-17.92225
-2.13264	-0.92731	20.19596	-17.92218
-2.13062	-0.92910	20.19609	-17.92211
-2.12860	-0.93090	20.19622	-17.92205
-2.12658	-0.93269	20.19635	-17.92198
-2.12456	-0.93448	20.19647	-17.92191
-2.12254	-0.93627	20.19660	-17.92185
-2.12052	-0.93807	20.19673	-17.92178
-2.11850	-0.93986	20.19686	-17.92171
-2.11648	-0.94165	20.19699	-17.92165
-2.11446	-0.94344	20.19711	-17.92158
-2.11244	-0.94523	20.19724	-17.92151
-2.11042	-0.94703	20.19737	-17.92144
-2.10840	-0.94882	20.19750	-17.92138
-2.10638	-0.95061	20.19762	-17.92131
-2.10436	-0.95240	20.19775	-17.92124
-2.10234	-0.95420	20.19788	-17.92117
-2.10032	-0.95599	20.19801	-17.92110
-2.09830	-0.95778	20.19813	-17.92103
-2.09628	-0.95957	20.19826	-17.92097
-2.09426	-0.96136	20.19839	-17.92090
-2.09224	-0.96316	20.19851	-17.92083
-2.09022	-0.96495	20.19864	-17.92076
-2.08820	-0.96674	20.19877	-17.92069
-2.08618	-0.96853	20.19889	-17.92062
-2.08416	-0.97032	20.19902	-17.92055
-2.08214	-0.97212	20.19914	-17.92048
-2.08012	-0.97391	20.19927	-17.92041
-2.07810	-0.97570	20.19939	-17.92034
-2.07608	-0.97749	20.19952	-17.92027
-2.07406	-0.97928	20.19965	-17.92020
-2.07204	-0.98108	20.19977	-17.92013
-2.07002	-0.98287	20.19990	-17.92005
-2.06800	-0.98466	20.20002	-17.91998
-2.06598	-0.98645	20.20015	-17.91991
-2.06396	-0.98824	20.20027	-17.91984
-2.06194	-0.99004	20.20040	-17.91977
-2.05992	-0.99183	20.20052	-17.91970
-2.05790	-0.99362	20.20064	-17.91963
-2.05588	-0.99541	20.20077	-17.91955
-2.05386	-0.99720	20.20089	-17.91948
-2.05184	-0.99900	20.20102	-17.91941
-2.04982	-1.00079	20.20114	-17.91934
-2.04780	-1.00258	20.20126	-17.91926
-2.04578	-1.00437	20.20139	-17.91919
-2.04376	-1.00616	20.20151	-17.91912
-2.04174	-1.00796	20.20163	-17.91904
-2.03972	-1.00975	20.20176	-17.91897
-2.03770	-1.01154	20.20188	-17.91890
-2.03568	-1.01333	20.20200	-17.91882
-2.03366	-1.01512	20.20212	-17.91875
-2.03164	-1.01691	20.20225	-17.91868
-2.02962	-1.01871	20.20237	-17.91860
-2.02760	-1.02050	20.20249	-17.91853
-2.02558	-1.02229	20.20261	-17.91845
-2.02356	-1.02408	20.20273	-17.91838
-2.02154	-1.02587	20.20286	-17.91831
-2.01952	-1.02767	20.20298	-17.91823
-2.01750	-1.02946	20.20310	-17.91816
-2.01548	-1.03125	20.20322	-17.91808
-2.01346	-1.03304	20.20334	-17.91801
-2.01144	-1.03483	20.20346	-17.91793
-2.00942	-1.03663	20.20358	-17.91786
-2.00740	-1.03842	20.20370	-17.91778
-2.00538	-1.04021	20.20382	-17.91770
-2.00336	-1.04200	20.20394	-17.91763
-2.00134	-1.04379	20.20406	-17.91755
-1.99931	-1.04558	20.20418	-17.91748
-1.99729	-1.04738	20.20430	-17.91740
-1.99527	-1.04917	20.20442	-17.91732
-1.99325	-1.05096	20.20454	-17.91725
-1.99123	-1.05275	20.20466	-17.91717
-1.98921	-1.05454	20.20478	-17.91709
-1.98719	-1.05633	20.20490	-17.91702
-1.98517	-1.05813	20.20502	-17.91694
-1.98315	-1.05992	20.20514	-17.91686
-1.98113	-1.06171	20.20526	-17.91679
-1.97911	-1.06350	20.20537	-17.91671
-1.97709	-1.06529	20.20549	-17.91663
-1.97507	-1.06708	20.20561	-17.91656
-1.97305	-1.06888	20.20573	-17.91648
-1.97103	-1.07067	20.20584	-17.91640
-1.96901	-1.07246	20.20596	-17.91632
-1.96699	-1.07425	20.20608	-17.91624
-1.96497	-1.07604	20.20620	-17.91617
-1.96295	-1.07783	20.20631	-17.91609
-1.96092	-1.07963	20.20643	-17.91601
-1.95890	-1.08142	20.20655	-17.91593
-1.95688	-1.08321	20.20666	-17.91585
-1.95486	-1.08500	20.20678	-17.91577
-1.95284	-1.08679	20.20689	-17.91570
-1.95082	-1.08858	20.20701	-17.91562
-1.94880	-1.09038	20.20713	-17.91554
-1.94678	-1.09217	20.20724	-17.91546
-1.94476	-1.09396	20.20736	-17.91538
-1.94274	-1.09575	20.20747	-17.91530
-1.94072	-1.09754	20.20759	-17.91522
-1.93870	-1.09933	20.20770	-17.91514
-1.93668	-1.10112	20.20782	-17.91506
-1.93466	-1.10292	20.20793	-17.91498
-1.93263	-1.10471	20.20804	-17.91491
-1.93061	-1.10650	20.20816	-17.91483
-1.92859	-1.10829	20.20827	-17.91475
-1.92657	-1.11008	20.20838	-17.91467
-1.92455	-1.11187	20.20850	-17.91459
-1.92253	-1.11366	20.20861	-17.91451
-1.92051	-1.11546	20.20872	-17.91443
-1.91849	-1.11725	20.20884	-17.91435
-1.91647	-1.11904	20.20895	-17.91427
-1.91445	-1.12083	20.20906	-17.91419
-1.91243	-1.12262	20.20917	-17.91411
-1.91041	-1.12441	20.20929	-17.91402
-1.90838	-1.12620	20.20940	-17.91394
-1.90636	-1.12800	20.20951	-17.91386
-1.90434	-1.12979	20.20962	-17.91378
-1.90232	-1.13158	20.20973	-17.91370
-1.90030	-1.13337	20.20984	-17.91362
-1.89828	-1.13516	20.20995	-17.91354
-1.89626	-1.13695	20.21007	-17.91346
-1.89424	-1.13874	20.21018	-17.91338
-1.89222	-1.14054	20.21029	-17.91330
-1.89020	-1.14233	20.21040	-17.91322
-1.88817	-1.14412	20.21051	-17.91313
-1.88615	-1.14591	20.21062	-17.91305
-1.88413	-1.14770	20.21073	-17.91297
-1.88211	-1.14949	20.21083	-17.91289
-1.88009	-1.15128	20.21094	-17.91281
-1.87807	-1.15307	20.21105	-17.91273
-1.87605	-1.15487	20.21116	-17.91265
-1.87403	-1.15666	20.21127	-17.91256
-1.87201	-1.15845	20.21138	-17.91248
-1.86998	-1.16024	20.21149	-17.91240
-1.86796	-1.16203	20.21159	-17.91232
-1.86594	-1.16382	20.21170	-17.91224
-1.86392	-1.16561	20.21181	-17.91216
-1.86190	-1.16740	20.21192	-17.91207
-1.85988	-1.16920	20.21202	-17.91199
-1.85786	-1.17099	20.21213	-17.91191
-1.85584	-1.17278	20.21224	-17.91183
-1.85381	-1.17457	20.21235	-17.91174
-1.85179	-1.17636	20.21245	-17.91166
-1.84977	-1.17815	20.21256	-17.91158
-1.84775	-1.17994	20.21266	-17.91150
-1.84573	-1.18173	20.21277	-17.91142
-1.84371	-1.18353	20.21288	-17.91133
-1.84169	-1.18532	20.21298	-17.91125
-1.83967	-1.18711	20.21309	-17.91117
-1.83764	-1.18890	20.21319	-17.91108
-1.83562	-1.19069	20.21330	-17.91100
-1.83360	-1.19248	20.21340	-17.91092
-1.83158	-1.19427	20.21351	-17.91084
-1.82956	-1.19606	20.21361	-17.91075
-1.82754	-1.19785	20.21371	-17.91067
-1.82552	-1.19965	20.21382	-17.91059
-1.82350	-1.20144	20.21392	-17.91051
-1.82147	-1.20323	20.21402	-17.91042
-1.81945	-1.20502	20.21413	-17.91034
-1.81743	-1.20681	20.21423	-17.91026
-1.81541	-1.20860	20.21433	-17.91017
-1.81339	-1.21039	20.21444	-17.91009
-1.81137	-1.21218	20.21454	-17.91001
-1.80935	-1.21397	20.21464	-17.90992
-1.80732	-1.21576	20.21474	-17.90984
-1.80530	-1.21756	20.21485	-17.90976
-1.80328	-1.21935	20.21495	-17.90967
-1.80126	-1.22114	20.21505	-17.90959
-1.79924	-1.22293	20.21515	-17.90951
-1.79722	-1.22472	20.21525	-17.90942
-1.79519	-1.22651	20.21535	-17.90934
-1.79317	-1.22830	20.21545	-17.90926
-1.79115	-1.23009	20.21555	-17.90917
-1.78913	-1.23188	20.21565	-17.90909
-1.78711	-1.23367	20.21575	-17.90901
-1.78509	-1.23546	20.21585	-17.90892
-1.78307	-1.23726	20.21595	-17.90884
-1.78104	-1.23905	20.21605	-17.90876
-1.77902	-1.24084	20.21615	-17.90867
-1.77700	-1.24263	20.21625	-17.90859
-1.77498	-1.24442	20.21635	-17.90851
-1.77296	-1.24621	20.21645	-17.90842
-1.77094	-1.24800	20.21655	-17.90834
-1.76891	-1.24979	20.21665	-17.90826
-1.76689	-1.25158	20.21675	-17.90817
-1.76487	-1.25337	20.21684	-17.90809
-1.76285	-1.25516	20.21694	-17.90800
-1.76083	-1.25695	20.21704	-17.90792
-1.75881	-1.25875	20.21714	-17.90784
-1.75678	-1.26054	20.21723	-17.90775
-1.75476	-1.26233	20.21733	-17.90767
-1.75274	-1.26412	20.21743	-17.90759
-1.75072	-1.26591	20.21753	-17.90750
-1.74870	-1.26770	20.21762	-17.90742
-1.74668	-1.26949	20.21772	-17.90733
-1.74465	-1.27128	20.21782	-17.90725
-1.74263	-1.27307	20.21791	-17.90717
-1.74061	-1.27486	20.21801	-17.90708
-1.73859	-1.27665	20.21810	-17.90700
-1.73657	-1.27844	20.21820	-17.90691
-1.73454	-1.28023	20.21829	-17.90683
-1.73252	-1.28203	20.21839	-17.90675
-1.73050	-1.28382	20.21848	-17.90666
-1.72848	-1.28561	20.21858	-17.90658
-1.72646	-1.28740	20.21867	-17.90650
-1.72444	-1.28919	20.21877	-17.90641
-1.72241	-1.29098	20.21886	-17.90633
-1.72039	-1.29277	20.21896	-17.90624
-1.71837	-1.29456	20.21905	-17.90616
-1.71635	-1.29635	20.21914	-17.90607
-1.71433	-1.29814	20.21924	-17.90599
-1.71230	-1.29993	20.21933	-17.90591
-1.71028	-1.30172	20.21942	-17.90582
-1.70826	-1.30351	20.21952	-17.90574
-1.70624	-1.30530	20.21961	-17.90565
-1.70422	-1.30709	20.21970	-17.90557
-1.70219	-1.30888	20.21979	-17.90549
-1.70017	-1.31067	20.21989	-17.90540
-1.69815	-1.31247	20.21998	-17.90532
-1.69613	-1.31426	20.22007	-17.90523
-1.69411	-1.31605	20.22016	-17.90515
-1.69208	-1.31784	20.22025	-17.90507
-1.69006	-1.31963	20.22035	-17.90498
-1.68804	-1.32142	20.22044	-17.90490
-1.68602	-1.32321	20.22053	-17.90481
-1.68400	-1.32500	20.22062	-17.90473
-1.68197	-1.32679	20.22071	-17.90465
-1.67995	-1.32858	20.22080	-17.90456
-1.67793	-1.33037	20.22089	-17.90448
-1.67591	-1.33216	20.22098	-17.90439
-1.67389	-1.33395	20.22107	-17.90431
-1.67186	-1.33574	20.22116	-17.90422
-1.66984	-1.33753	20.22125	-17.90414
-1.66782	-1.33932	20.22134	-17.90406
-1.66580	-1.34111	20.22143	-17.90397
-1.66377	-1.34290	20.22152	-17.90389
-1.66175	-1.34469	20.22161	-17.90380
-1.65973	-1.34648	20.22170	-17.90372
-1.65771	-1.34827	20.22178	-17.90363
-1.65569	-1.35006	20.22187	-17.90355
-1.65366	-1.35186	20.22196	-17.90347
-1.65164	-1.35365	20.22205	-17.90338
-1.64962	-1.35544	20.22214	-17.90330
-1.64760	-1.35723	20.22222	-17.90321
-1.64558	-1.35902	20.22231	-17.90313
-1.64355	-1.36081	20.22240	-17.90305
-1.64153	-1.36260	20.22249	-17.90296
-1.63951	-1.36439	20.22257	-17.90288
-1.63749	-1.36618	20.22266	-17.90279
-1.63546	-1.36797	20.22275	-17.90271
-1.63344	-1.36976	20.22284	-17.90262
-1.63142	-1.37155	20.22292	-17.90254
-1.62940	-1.37334	20.22301	-17.90246
-1.62737	-1.37513	20.22309	-17.90237
-1.62535	-1.37692	20.22318	-17.90229
-1.62333	-1.37871	20.22327	-17.90220
-1.62131	-1.38050	20.22335	-17.90212
-1.61929	-1.38229	20.22344	-17.90203
-1.61726	-1.38408	20.22352	-17.90195
-1.61524	-1.38587	20.22361	-17.90187
-1.61322	-1.38766	20.22369	-17.90178
-1.61120	-1.38945	20.22378	-17.90170
-1.60917	-1.39124	20.22386	-17.90161
-1.60715	-1.39303	20.22395	-17.90153
-1.60513	-1.39482	20.22403	-17.90144
-1.60311	-1.39661	20.22412	-17.90136
-1.60108	-1.39840	20.22420	-17.90127
-1.59906	-1.40019	20.22428	-17.90119
-1.59704	-1.40198	20.22437	-17.90111
-1.59502	-1.40377	20.22445	-17.90102
-1.59299	-1.40556	20.22454	-17.90094
-1.59097	-1.40735	20.22462	-17.90085
-1.58895	-1.40914	20.22470	-17.90077
-1.58693	-1.41093	20.22479	-17.90068
-1.58490	-1.41272	20.22487	-17.90060
-1.58288	-1.41451	20.22495	-17.90051
-1.58086	-1.41630	20.22503	-17.90043
-1.57884	-1.41809	20.22512	-17.90035
-1.57681	-1.41988	20.22520	-17.90026
-1.57479	-1.42167	20.22528	-17.90018
-1.57277	-1.42346	20.22536	-17.90009
-1.57075	-1.42525	20.22544	-17.90001
-1.56872	-1.42704	20.22553	-17.89992
-1.56670	-1.42883	20.22561	-17.89984
-1.56468	-1.43062	20.22569	-17.89975
-1.56266	-1.43241	20.22577	-17.89967
-1.56063	-1.43420	20.22585	-17.89959
-1.55861	-1.43599	20.22593	-17.89950
-1.55659	-1.43778	20.22601	-17.89942
-1.55457	-1.43957	20.22609	-17.89933
-1.55254	-1.44136	20.22618	-17.89925
-1.55052	-1.44315	20.22626	-17.89916
-1.54850	-1.44494	20.22634	-17.89908
-1.54648	-1.44673	20.22642	-17.89899
-1.54445	-1.44852	20.22650	-17.89891
-1.54243	-1.45031	20.22658	-17.89882
-1.54041	-1.45210	20.22666	-17.89874
-1.53839	-1.45389	20.22674	-17.89865
-1.53636	-1.45568	20.22682	-17.89857
-1.53434	-1.45747	20.22689	-17.89849
-1.53232	-1.45926	20.22697	-17.89840
-1.53029	-1.46105	20.22705	-17.89832
-1.52827	-1.46284	20.22713	-17.89823
-1.52625	-1.46463	20.22721	-17.89815
-1.52423	-1.46642	20.22729	-17.89806
-1.52220	-1.46821	20.22737	-17.89798
-1.52018	-1.47000	20.22745	-17.89789
-1.51816	-1.47179	20.22752	-17.89781
-1.51614	-1.47358	20.22760	-17.89772
-1.51411	-1.47537	20.22768	-17.89764
-1.51209	-1.47716	20.22776	-17.89755
-1.51007	-1.47895	20.22784	-17.89747
-1.50804	-1.48074	20.22791	-17.89738
-1.50602	-1.48253	20.22799	-17.89730
-1.50400	-1.48432	20.22807	-17.89721
-1.50198	-1.48611	20.22814	-17.89713
-1.49995	-1.48790	20.22822	-17.89704
-1.49793	-1.48969	20.22830	-17.89696
-1.49591	-1.49148	20.22838	-17.89687
-1.49388	-1.49327	20.22845	-17.89679
-1.49186	-1.49506	20.22853	-17.89670
-1.48984	-1.49685	20.22860	-17.89662
-1.48782	-1.49864	20.22868	-17.89653
-1.48579	-1.50043	20.22876	-17.89645
-1.48377	-1.50221	20.22883	-17.89636
-1.48175	-1.50400	20.22891	-17.89628
-1.47972	-1.50579	20.22898	-17.89619
-1.47770	-1.50758	20.22906	-17.89611
-1.47568	-1.50937	20.22914	-17.89602
-1.47366	-1.51116	20.22921	-17.89594
-1.47163	-1.51295	20.22929	-17.89585
-1.46961	-1.51474	20.22936	-17.89577
-1.46759	-1.51653	20.22944	-17.89568
-1.46556	-1.51832	20.22951	-17.89560
-1.46354	-1.52011	20.22959	-17.89551
-1.46152	-1.52190	20.22966	-17.89543
-1.45950	-1.52369	20.22973	-17.89534
-1.45747	-1.52548	20.22981	-17.89525
-1.45545	-1.52727	20.22988	-17.89517
-1.45343	-1.52906	20.22996	-17.89508
-1.45140	-1.53085	20.23003	-17.89500
-1.44938	-1.53264	20.23010	-17.89491
-1.44736	-1.53443	20.23018	-17.89483
-1.44533	-1.53622	20.23025	-17.89474
-1.44331	-1.53801	20.23033	-17.89466
-1.44129	-1.53980	20.23040	-17.89457
-1.43926	-1.54158	20.23047	-17.89449
-1.43724	-1.54337	20.23054	-17.89440
-1.43522	-1.54516	20.23062	-17.89431
-1.43320	-1.54695	20.23069	-17.89423
-1.43117	-1.54874	20.23076	-17.89414
-1.42915	-1.55053	20.23084	-17.89406
-1.42713	-1.55232	20.23091	-17.89397
-1.42510	-1.55411	20.23098	-17.89388
-1.42308	-1.55590	20.23105	-17.89380
-1.42106	-1.55769	20.23112	-17.89371
-1.41903	-1.55948	20.23120	-17.89363
-1.41701	-1.56127	20.23127	-17.89354
-1.41499	-1.56306	20.23134	-17.89346
-1.41296	-1.56485	20.23141	-17.89337
-1.41094	-1.56664	20.23148	-17.89328
-1.40892	-1.56843	20.23155	-17.89320
-1.40690	-1.57021	20.23163	-17.89311
-1.40487	-1.57200	20.23170	-17.89302
-1.40285	-1.57379	20.23177	-17.89294
-1.40083	-1.57558	20.23184	-17.89285
-1.39880	-1.57737	20.23191	-17.89277
-1.39678	-1.57916	20.23198	-17.89268
-1.39476	-1.58095	20.23205	-17.89259
-1.39273	-1.58274	20.23212	-17.89251
-1.39071	-1.58453	20.23219	-17.89242
